Status,Time,Date
OK,15:36:16,2017-03-11
OK,15:36:19,2017-03-11
OK,15:36:22,2017-03-11
OK,15:36:25,2017-03-11
OK,15:36:27,2017-03-11
OK,15:36:30,2017-03-11
OK,15:36:32,2017-03-11
OK,15:36:35,2017-03-11
OK,15:36:37,2017-03-11
OK,15:36:40,2017-03-11
OK,15:36:43,2017-03-11
OK,15:36:45,2017-03-11
OK,15:36:48,2017-03-11
OK,15:36:50,2017-03-11
OK,15:36:53,2017-03-11
OK,15:36:55,2017-03-11
OK,15:36:58,2017-03-11
OK,15:37:00,2017-03-11
OK,15:37:03,2017-03-11
OK,15:37:05,2017-03-11
OK,15:37:08,2017-03-11
OK,15:37:10,2017-03-11
OK,15:37:13,2017-03-11
OK,15:37:16,2017-03-11
OK,15:37:18,2017-03-11
OK,15:37:21,2017-03-11
OK,15:37:24,2017-03-11
OK,15:37:26,2017-03-11
OK,15:37:29,2017-03-11
OK,15:37:31,2017-03-11
OK,15:37:34,2017-03-11
OK,15:37:36,2017-03-11
OK,15:37:39,2017-03-11
OK,15:37:41,2017-03-11
OK,15:37:44,2017-03-11
OK,15:37:47,2017-03-11
OK,15:37:49,2017-03-11
OK,15:37:52,2017-03-11
OK,15:37:55,2017-03-11
OK,15:37:57,2017-03-11
OK,15:38:00,2017-03-11
OK,15:38:03,2017-03-11
OK,15:38:05,2017-03-11
OK,15:38:08,2017-03-11
OK,15:38:11,2017-03-11
OK,15:38:13,2017-03-11
OK,15:38:16,2017-03-11
OK,15:38:18,2017-03-11
OK,15:38:21,2017-03-11
OK,15:38:24,2017-03-11
OK,15:38:26,2017-03-11
OK,15:38:29,2017-03-11
OK,15:38:32,2017-03-11
OK,15:38:34,2017-03-11
OK,15:38:37,2017-03-11
OK,15:38:39,2017-03-11
OK,15:38:42,2017-03-11
OK,15:38:44,2017-03-11
OK,15:38:47,2017-03-11
OK,15:38:49,2017-03-11
OK,15:38:52,2017-03-11
OK,15:38:54,2017-03-11
OK,15:38:57,2017-03-11
OK,15:38:59,2017-03-11
OK,15:39:02,2017-03-11
OK,15:39:04,2017-03-11
OK,15:39:07,2017-03-11
OK,15:39:09,2017-03-11
OK,15:39:12,2017-03-11
OK,15:39:14,2017-03-11
OK,15:39:17,2017-03-11
OK,15:39:19,2017-03-11
OK,15:39:22,2017-03-11
OK,09:20:03,2017-03-26
OK,09:20:06,2017-03-26
OK,09:20:09,2017-03-26
OK,09:20:11,2017-03-26
OK,09:28:02,2017-03-26
OK,09:28:04,2017-03-26
OK,09:29:24,2017-03-26
OK,09:29:27,2017-03-26
OK,09:29:29,2017-03-26
OK,09:29:32,2017-03-26
OK,09:29:34,2017-03-26
OK,09:29:37,2017-03-26
OK,09:29:40,2017-03-26
OK,09:29:42,2017-03-26
OK,09:29:45,2017-03-26
OK,09:30:07,2017-03-26
OK,09:30:10,2017-03-26
OK,09:30:12,2017-03-26
OK,09:30:15,2017-03-26
OK,09:30:18,2017-03-26
OK,09:30:31,2017-03-26
OK,09:30:34,2017-03-26
OK,09:30:36,2017-03-26
OK,09:30:39,2017-03-26
OK,09:30:41,2017-03-26
OK,09:30:44,2017-03-26
OK,09:30:46,2017-03-26
OK,09:30:49,2017-03-26
OK,09:30:51,2017-03-26
OK,09:30:54,2017-03-26
OK,10:01:18,2017-03-26
OK,10:01:21,2017-03-26
OK,10:01:24,2017-03-26
OK,10:01:27,2017-03-26
OK,10:01:29,2017-03-26
OK,10:01:32,2017-03-26
OK,10:01:34,2017-03-26
OK,10:01:37,2017-03-26
OK,10:01:39,2017-03-26
OK,10:06:01,2017-03-26
OK,10:06:04,2017-03-26
OK,10:06:07,2017-03-26
OK,10:06:11,2017-03-26
OK,10:06:14,2017-03-26
OK,10:06:17,2017-03-26
OK,10:06:20,2017-03-26
OK,10:06:24,2017-03-26
OK,10:06:26,2017-03-26
OK,10:06:29,2017-03-26
OK,10:06:31,2017-03-26
OK,10:06:34,2017-03-26
OK,10:17:23,2017-03-26
OK,10:17:26,2017-03-26
OK,10:17:29,2017-03-26
OK,10:17:31,2017-03-26
OK,10:17:34,2017-03-26
OK,10:17:36,2017-03-26
OK,10:17:39,2017-03-26
OK,10:17:42,2017-03-26
OK,10:17:44,2017-03-26
OK,10:17:47,2017-03-26
OK,10:17:49,2017-03-26
OK,10:17:52,2017-03-26
OK,10:17:54,2017-03-26
OK,10:17:57,2017-03-26
OK,10:17:59,2017-03-26
OK,10:18:02,2017-03-26
OK,10:18:04,2017-03-26
OK,10:18:07,2017-03-26
OK,10:18:10,2017-03-26
OK,10:18:12,2017-03-26
OK,10:18:15,2017-03-26
OK,10:18:17,2017-03-26
OK,10:18:20,2017-03-26
OK,10:18:23,2017-03-26
OK,10:18:25,2017-03-26
OK,10:18:28,2017-03-26
OK,10:18:30,2017-03-26
OK,10:18:33,2017-03-26
OK,10:18:35,2017-03-26
OK,10:18:38,2017-03-26
OK,10:18:40,2017-03-26
OK,10:18:43,2017-03-26
OK,10:18:46,2017-03-26
OK,10:18:48,2017-03-26
OK,10:18:50,2017-03-26
OK,10:18:53,2017-03-26
OK,10:18:55,2017-03-26
OK,10:18:58,2017-03-26
OK,10:19:01,2017-03-26
OK,10:19:03,2017-03-26
OK,10:19:06,2017-03-26
OK,10:19:09,2017-03-26
OK,10:19:11,2017-03-26
OK,10:19:14,2017-03-26
OK,10:19:16,2017-03-26
OK,10:19:19,2017-03-26
OK,10:19:21,2017-03-26
OK,10:19:24,2017-03-26
OK,10:19:26,2017-03-26
OK,10:19:29,2017-03-26
OK,10:28:38,2017-03-26
OK,10:28:41,2017-03-26
OK,10:28:43,2017-03-26
OK,10:28:46,2017-03-26
OK,10:28:48,2017-03-26
OK,10:28:51,2017-03-26
OK,10:28:54,2017-03-26
OK,10:28:56,2017-03-26
OK,10:28:59,2017-03-26
OK,10:29:01,2017-03-26
OK,10:29:04,2017-03-26
OK,10:30:12,2017-03-26
OK,10:30:14,2017-03-26
OK,10:33:26,2017-03-26
OK,10:33:29,2017-03-26
OK,10:33:32,2017-03-26
OK,10:36:45,2017-03-26
OK,10:36:47,2017-03-26
OK,10:36:50,2017-03-26
OK,10:37:19,2017-03-26
OK,10:37:22,2017-03-26
OK,10:37:25,2017-03-26
OK,10:37:28,2017-03-26
OK,10:37:30,2017-03-26
OK,10:37:33,2017-03-26
OK,10:37:35,2017-03-26
OK,10:37:38,2017-03-26
OK,10:37:40,2017-03-26
OK,10:37:43,2017-03-26
OK,10:37:46,2017-03-26
OK,10:37:48,2017-03-26
OK,10:37:51,2017-03-26
OK,10:37:53,2017-03-26
OK,10:37:56,2017-03-26
OK,10:37:58,2017-03-26
OK,10:39:53,2017-03-26
OK,10:39:56,2017-03-26
OK,10:39:58,2017-03-26
OK,10:40:01,2017-03-26
OK,10:40:03,2017-03-26
OK,10:40:06,2017-03-26
OK,10:40:08,2017-03-26
OK,10:40:11,2017-03-26
OK,10:42:19,2017-03-26
OK,10:42:22,2017-03-26
OK,10:42:24,2017-03-26
OK,10:42:27,2017-03-26
OK,10:42:30,2017-03-26
OK,10:42:32,2017-03-26
OK,10:42:35,2017-03-26
OK,10:42:38,2017-03-26
OK,10:42:40,2017-03-26
OK,10:42:43,2017-03-26
OK,10:42:45,2017-03-26
OK,10:42:48,2017-03-26
OK,10:42:50,2017-03-26
OK,10:43:07,2017-03-26
OK,10:43:10,2017-03-26
OK,10:43:12,2017-03-26
OK,10:43:15,2017-03-26
OK,10:43:17,2017-03-26
OK,10:43:20,2017-03-26
OK,10:44:08,2017-03-26
OK,10:44:10,2017-03-26
OK,10:44:13,2017-03-26
OK,10:44:16,2017-03-26
OK,10:44:18,2017-03-26
OK,10:44:21,2017-03-26
OK,10:44:23,2017-03-26
OK,10:44:26,2017-03-26
OK,10:47:30,2017-03-26
OK,10:47:32,2017-03-26
OK,10:47:35,2017-03-26
OK,10:47:39,2017-03-26
OK,10:47:42,2017-03-26
OK,10:47:45,2017-03-26
OK,10:47:48,2017-03-26
OK,10:47:51,2017-03-26
OK,10:47:54,2017-03-26
OK,10:47:56,2017-03-26
OK,10:48:54,2017-03-26
OK,10:48:56,2017-03-26
OK,10:48:59,2017-03-26
OK,10:49:01,2017-03-26
OK,10:49:04,2017-03-26
OK,15:50:58,2017-03-26
OK,15:51:01,2017-03-26
OK,15:51:01,2017-03-26
OK,15:51:03,2017-03-26
OK,15:51:21,2017-03-26
OK,15:51:24,2017-03-26
OK,15:51:26,2017-03-26
OK,15:51:29,2017-03-26
OK,15:51:31,2017-03-26
OK,15:51:51,2017-03-26
OK,15:51:54,2017-03-26
OK,15:52:22,2017-03-26
OK,15:54:51,2017-03-26
OK,15:54:54,2017-03-26
OK,15:54:56,2017-03-26
OK,15:54:59,2017-03-26
OK,15:57:06,2017-03-26
OK,15:57:09,2017-03-26
OK,15:57:12,2017-03-26
OK,15:57:15,2017-03-26
OK,15:57:18,2017-03-26
OK,15:57:21,2017-03-26
OK,15:57:24,2017-03-26
OK,15:57:27,2017-03-26
OK,15:57:31,2017-03-26
OK,15:57:34,2017-03-26
OK,15:57:36,2017-03-26
OK,15:57:39,2017-03-26
OK,15:57:42,2017-03-26
OK,15:57:44,2017-03-26
OK,15:57:47,2017-03-26
OK,15:57:49,2017-03-26
OK,15:57:52,2017-03-26
OK,15:57:54,2017-03-26
OK,15:57:57,2017-03-26
OK,15:57:59,2017-03-26
OK,15:58:02,2017-03-26
OK,15:58:04,2017-03-26
OK,15:58:07,2017-03-26
OK,15:58:09,2017-03-26
OK,15:58:12,2017-03-26
OK,15:58:14,2017-03-26
OK,15:58:17,2017-03-26
OK,15:58:19,2017-03-26
OK,15:58:22,2017-03-26
OK,15:58:25,2017-03-26
OK,15:58:27,2017-03-26
OK,15:58:30,2017-03-26
Moved Permanently,15:58:30,2017-03-26
OK,15:58:32,2017-03-26
OK,15:58:35,2017-03-26
OK,15:58:37,2017-03-26
OK,15:58:39,2017-03-26
OK,15:58:42,2017-03-26
OK,15:58:45,2017-03-26
OK,15:58:47,2017-03-26
OK,15:58:50,2017-03-26
OK,15:58:52,2017-03-26
OK,15:58:55,2017-03-26
OK,15:58:57,2017-03-26
OK,15:59:00,2017-03-26
OK,15:59:02,2017-03-26
OK,15:59:05,2017-03-26
OK,15:59:07,2017-03-26
OK,15:59:10,2017-03-26
OK,16:00:58,2017-03-26
OK,16:01:01,2017-03-26
OK,16:17:49,2017-03-26
OK,15:31:33,2017-03-27
OK,15:32:04,2017-03-27
OK,15:32:35,2017-03-27
OK,15:33:06,2017-03-27
OK,15:33:38,2017-03-27
OK,15:34:10,2017-03-27
OK,15:34:43,2017-03-27
